month,position,artist,song,score,us,uk,de,fr,ca,au
"Jan 2009","6","Pink","So What","1775.819","14","15","7","4","12","10"
"Jan 2009","7","Beyonce","Single Ladies (Put A Ring On It)","1750.185","1","7","-","-","2","5"
"Jan 2009","8","The Killers","Human","1745.700","41","8","4","-","17","39"
"Jan 2009","9","Pink","Sober","1701.403","20","9","3","-","15","9"
"Jan 2009","10","Akon","Right Now (Na, Na, Na)","1455.966","13","13","49","11","7","22"
"Jan 2009","11","Kanye West","Love Lockdown","1372.924","8","28","24","-","11","18"
"Jan 2009","12","Kevin Rudolf & Lil' Wayne","Let It Rock","1357.880","8","5","10","-","3","3"
"Jan 2009","13","Rihanna","Disturbia","1316.226","19","30","20","17","17","35"
"Jan 2009","14","The Pussycat Dolls","I Hate This Part","1309.303","11","20","12","3","5","17"
"Jan 2009","15","Kanye West","Heartless","1298.259","3","10","-","-","19","40"
"Jan 2009","16","Coldplay","Viva la vida","1226.168","21","33","27","55","14","31"
"Jan 2009","17","Jason Mraz","I am yours","1171.981","7","22","-","-","3","13"
"Jan 2009","18","Britney Spears","Circus","1168.614","4","17","-","-","2","6"
"Jan 2009","19","Rihanna","Rehab","1154.537","18","24","4","-","19","26"
"Jan 2009","20","Guru Josh Project","Infinity 2008","1113.548","-","18","6","3","-","-"
"Jan 2009","21","Nickelback","Gotta Be Somebody","1090.347","16","73","29","-","8","21"
"Jan 2009","22","Amy Macdonald","This Is The Life","988.852","-","-","3","35","-","-"
"Jan 2009","23","Polarkreis 18","Allein allein","983.743","-","-","2","-","-","-"
"Jan 2009","24","Taylor Swift","Love Story","982.708","4","-","-","-","11","38"
"Jan 2009","25","Ne-Yo","Miss Independent","937.928","14","40","74","-","21","-"
"Jan 2009","26","Kings of Leon","Sex On Fire","919.343","64","11","44","-","22","5"
"Jan 2009","27","T.I.","Whatever You Like","883.095","5","-","-","-","16","24"
"Jan 2009","28","All-American Rejects","Gives You Hell","745.501","6","44","-","-","41","34"
"Jan 2009","29","The Fray","You Found Me","720.025","16","45","-","-","23","6"
"Jan 2009","30","Leona Lewis","Run","710.571","81","2","15","-","13","-"
"Jan 2009","31","Katy Perry","I Kissed A Girl","701.437","-","19","14","40","19","36"
"Jan 2009","32","Paramore","Decode","671.171","33","55","-","-","48","14"
"Jan 2009","33","Ne-Yo","Mad","630.952","25","19","-","-","-","-"
"Jan 2009","34","Lady GaGa","Poker Face","629.844","48","26","-","2","1","1"
"Jan 2009","35","Christina Aguilera","Keeps Gettin' Better","611.557","46","-","43","-","18","-"
"Jan 2009","36","Curse & Silbermond","Bis zum Schluss","605.691","-","-","7","-","-","-"
"Jan 2009","37","Saving Abel","Addicted","594.199","23","-","-","-","44","-"
"Jan 2009","38","Zac Brown Band","Chicken Fried","591.604","20","-","-","-","-","-"
"Jan 2009","39","The Veronicas","Untouched","586.317","21","-","-","-","18","-"
"Jan 2009","40","Fall Out Boy","I Don't Care","575.488","36","88","-","-","38","20"
"Jan 2009","41","Leona Lewis","Better In Time","568.716","28","-","-","-","34","-"
"Jan 2009","42","Jim Jones & Ron Browz","Pop Champagne","567.786","22","-","-","-","-","-"
"Jan 2009","43","Ne-Yo","Closer","567.027","38","62","-","-","-","42"
"Jan 2009","44","Lil' Wayne","Mrs Officer","561.644","19","-","-","-","-","-"
"Jan 2009","45","Bushido & Karel Gott","Fur immer jung","555.032","-","-","8","-","-","-"
"Jan 2009","46","Akon, Lil' Wayne & Young Jeezy","I'm So Paid","552.595","31","74","-","-","-","-"
"Jan 2009","47","James Morrison & Nelly Furtado","Broken Strings","551.963","-","2","1","-","-","-"
"Jan 2009","48","Ludacris & T-Pain","One More Drink","551.288","24","-","-","-","-","-"
"Jan 2009","49","John Legend & Andre 3000","Green Light","540.455","24","-","-","-","-","-"
"Jan 2009","50","Brandy","Right Here (Departed)","522.478","34","-","-","8","39","-"
"Feb 2009","1","Katy Perry","Hot 'n' cold","2001.279","8","18","3","11","6","24"
"Feb 2009","2","Lady GaGa & Colby O'Donis","Just Dance","1884.120","1","2","18","54","13","22"
"Feb 2009","3","Kevin Rudolf & Lil' Wayne","Let It Rock","1499.330","9","7","10","-","10","3"
"Feb 2009","4","Beyonce","Single Ladies (Put A Ring On It)","1463.145","2","7","-","-","3","6"
"Feb 2009","5","Pink","Sober","1454.177","16","12","9","-","9","18"
"Feb 2009","6","The Killers","Human","1446.960","47","15","5","-","24","44"
"Feb 2009","7","James Morrison & Nelly Furtado","Broken Strings","1407.320","-","5","1","-","-","-"
"Feb 2009","8","T.I. & Rihanna","Live Your Life","1356.955","4","32","17","35","7","10"
"Feb 2009","9","The Pussycat Dolls","I Hate This Part","1356.097","11","41","19","3","5","29"
"Feb 2009","10","Kanye West","Heartless","1325.803","2","21","37","-","8","40"
"Feb 2009","11","Britney Spears","Womanizer","1254.173","12","33","27","6","12","30"
"Feb 2009","12","Rihanna","Rehab","1251.797","27","44","7","-","20","-"
"Feb 2009","13","Beyonce","If I Were A Boy","1229.291","26","17","15","9","14","36"
"Feb 2009","14","Lady GaGa","Poker Face","1176.974","10","15","-","1","1","4"
"Feb 2009","15","Jason Mraz","I am yours","1139.350","7","11","90","-","3","21"
"Feb 2009","16","All-American Rejects","Gives You Hell","1120.346","6","18","-","-","22","3"
"Feb 2009","17","Pink","So What","1119.595","19","42","22","20","22","25"
"Feb 2009","18","Britney Spears","Circus","1107.931","9","13","-","-","2","7"
"Feb 2009","19","Kelly Clarkson","My Life Would Suck Without You","1055.226","1","-","-","-","1","5"
"Feb 2009","20","The Fray","You Found Me","1041.724","7","35","-","-","12","1"
"Feb 2009","21","Coldplay","Viva la vida","1021.964","13","27","20","99","11","48"
"Feb 2009","22","Taylor Swift","Love Story","1019.995","5","22","-","-","8","2"
"Feb 2009","23","Akon","Right Now (Na, Na, Na)","986.698","15","29","56","17","9","17"
"Feb 2009","24","Kanye West","Love Lockdown","976.663","13","41","31","-","16","23"
"Feb 2009","25","Rihanna","Disturbia","940.146","32","61","36","34","29","50"
"Feb 2009","26","Mando Diao","Dance With Somebody","875.289","-","-","2","-","-","-"
"Feb 2009","27","Nickelback","Gotta Be Somebody","843.709","17","-","33","-","7","26"
"Feb 2009","28","Kings of Leon","Sex On Fire","832.965","65","14","44","-","25","11"
"Feb 2009","29","Eminem, Dr Dre & 50 Cent","Crack A Bottle","813.496","1","4","-","-","1","18"
"Feb 2009","30","Ne-Yo","Mad","772.671","14","19","-","-","48","-"
"Feb 2009","31","Lily Allen","The Fear","769.790","91","1","12","78","-","8"
"Feb 2009","32","Polarkreis 18","Allein allein","738.912","-","-","4","-","-","-"
"Feb 2009","33","T.I. & Justin Timberlake","Dead & Gone","715.433","2","-","-","-","10","26"
"Feb 2009","34","Eisblume","Eisblumen","710.096","-","-","3","-","-","-"
"Feb 2009","35","Guru Josh Project","Infinity 2008","674.591","-","34","11","7","-","-"
"Feb 2009","36","Kid Cudi & Crookers","Day 'N' Nite","659.033","53","3","-","-","-","-"
"Feb 2009","37","Akon","Beautiful","647.263","21","52","-","-","26","-"
"Feb 2009","38","Ne-Yo","Miss Independent","615.443","21","70","-","-","32","-"
"Feb 2009","39","The Veronicas","Untouched","602.250","17","-","-","-","8","-"
"Feb 2009","40","T.I.","Whatever You Like","598.299","14","-","-","-","30","41"
"Feb 2009","41","Katy Perry","Thinking Of You","587.098","29","50","-","-","27","34"
"Feb 2009","42","Die Zipfelbuben & Dschungel-Allstars 2009","Hier im Dschungel","514.562","-","-","6","-","-","-"
"Feb 2009","43","Leona Lewis","Better In Time","514.376","36","-","79","-","40","-"
"Feb 2009","44","Beyonce","Diva","511.906","20","-","-","-","-","-"
"Feb 2009","45","Paramore","Decode","498.138","55","84","47","-","-","12"
"Feb 2009","46","David Cook","Light On","496.469","23","-","-","-","27","-"
"Feb 2009","47","Jim Jones & Ron Browz","Pop Champagne","488.161","24","-","-","-","-","-"
"Feb 2009","48","Keri Hilson","Turning Me On","480.538","23","-","-","-","-","-"
"Feb 2009","49","Kings of Leon","Use Somebody","463.347","94","3","-","-","-","9"
"Feb 2009","50","John Legend & Andre 3000","Green Light","462.057","28","-","-","-","-","-"
"Mar 2009","1","Lady GaGa","Poker Face","2831.623","3","1","1","1","2","9"
"Mar 2009","2","Flo-Rida & Ke$ha","Right Round","1976.743","1","1","-","3","1","1"
"Mar 2009","3","Kelly Clarkson","My Life Would Suck Without You","1856.943","5","1","6","-","3","6"
"Mar 2009","4","Lady GaGa & Colby O'Donis","Just Dance","1811.669","5","6","10","59","21","31"
"Mar 2009","5","Katy Perry","Hot 'n' cold","1737.211","20","31","8","14","17","38"
"Mar 2009","6","Taylor Swift","Love Story","1390.351","7","2","-","-","4","1"
"Mar 2009","7","Kanye West","Heartless","1344.916","3","50","61","-","9","44"
"Mar 2009","8","T.I. & Justin Timberlake","Dead & Gone","1315.702","2","-","-","-","3","4"
"Mar 2009","9","All-American Rejects","Gives You Hell","1292.887","4","19","-","-","15","3"
"Mar 2009","10","James Morrison & Nelly Furtado","Broken Strings","1278.775","-","13","1","-","-","-"
"Mar 2009","11","Britney Spears","Circus","1241.466","12","23","11","-","6","19"
"Mar 2009","12","Eminem, Dr Dre & 50 Cent","Crack A Bottle","1231.209","3","12","-","-","7","22"
"Mar 2009","13","Kevin Rudolf & Lil' Wayne","Let It Rock","1189.079","19","26","16","-","19","10"
"Mar 2009","14","Pink","Sober","1188.965","15","33","14","-","8","43"
"Mar 2009","15","The Pussycat Dolls","I Hate This Part","1154.847","22","69","35","3","5","-"
"Mar 2009","16","Coldplay","Viva la vida","1151.710","13","29","27","-","11","23"
"Mar 2009","17","Beyonce","Single Ladies (Put A Ring On It)","1149.911","9","13","-","-","4","12"
"Mar 2009","18","Jason Mraz","I am yours","1074.346","15","21","96","-","3","24"
"Mar 2009","19","Katy Perry","Thinking Of You","1032.703","29","27","19","-","24","37"
"Mar 2009","20","Kings of Leon","Use Somebody","1017.133","64","7","9","-","28","15"
"Mar 2009","21","Lily Allen","The Fear","1006.665","91","5","15","78","33","3"
"Mar 2009","22","T.I. & Rihanna","Live Your Life","972.450","16","59","52","54","14","26"
"Mar 2009","23","Akon","Beautiful","950.867","19","8","-","-","18","22"
"Mar 2009","24","Pink","So What","917.145","32","69","45","24","33","41"
"Mar 2009","25","Ne-Yo","Mad","907.790","11","47","-","-","24","-"
"Mar 2009","26","Britney Spears","Womanizer","901.202","28","63","41","13","30","-"
"Mar 2009","27","Soulja Boy & Sammie","Kiss Me Thru The Phone","891.638","4","-","-","-","32","-"
"Mar 2009","28","Kid Cudi & Crookers","Day 'N' Nite","863.064","23","18","23","8","-","-"
"Mar 2009","29","Razorlight","Wire To Wire","861.274","-","-","3","-","-","-"
"Mar 2009","30","The Fray","You Found Me","859.755","11","-","-","-","17","3"
"Mar 2009","31","Beyonce","Halo","848.381","32","4","-","-","19","3"
"Mar 2009","32","Silbermond","Irgendwas bleibt","842.724","-","-","1","-","-","-"
"Mar 2009","33","Kings of Leon","Sex On Fire","825.811","58","16","48","-","39","22"
"Mar 2009","34","Mando Diao","Dance With Somebody","816.358","-","-","2","-","-","-"
"Mar 2009","35","Beyonce","If I Were A Boy","786.383","58","32","30","19","25","-"
"Mar 2009","36","The Killers","Human","712.739","70","22","11","-","42","-"
"Mar 2009","37","Jamie Foxx & T-Pain","Blame It","703.763","8","-","-","-","-","-"
"Mar 2009","38","Peter Fox","Haus am See","695.020","-","-","8","-","-","-"
"Mar 2009","39","Peter Fox","Schwarz zu blau","682.554","-","-","3","-","-","-"
"Mar 2009","40","Nickelback","Gotta Be Somebody","665.296","30","-","62","-","15","33"
"Mar 2009","41","U2","Get On Your Boots","652.477","96","20","19","6","29","-"
"Mar 2009","42","Rihanna","Disturbia","647.215","33","83","49","45","34","-"
"Mar 2009","43","Keri Hilson","Turning Me On","646.535","15","-","-","-","-","-"
"Mar 2009","44","Guru Josh Project","Infinity 2008","622.871","-","47","17","18","-","-"
"Mar 2009","45","Asher Roth","I Love College","615.188","17","40","-","-","-","-"
"Mar 2009","46","Beyonce","Diva","605.071","19","-","-","-","-","47"
"Mar 2009","47","The Veronicas","Untouched","597.590","26","-","-","-","5","-"
"Mar 2009","48","Taylor Swift","White Horse","591.625","29","60","-","-","45","-"
"Mar 2009","49","Rihanna","Rehab","555.327","74","85","13","-","35","-"
"Mar 2009","50","The-Dream","Rockin' That Thang","549.629","22","-","-","-","-","-"
"Apr 2009","1","Lady GaGa","Poker Face","3134.968","1","1","1","1","7","13"
"Apr 2009","2","Flo-Rida & Ke$ha","Right Round","2712.114","1","3","4","2","1","1"
"Apr 2009","3","Kelly Clarkson","My Life Would Suck Without You","1749.759","5","10","7","-","3","6"
"Apr 2009","4","Lady GaGa & Colby O'Donis","Just Dance","1502.430","9","13","10","59","30","46"
"Apr 2009","5","T.I. & Justin Timberlake","Dead & Gone","1446.677","2","-","7","-","3","4"
"Apr 2009","6","Beyonce","Halo","1436.673","13","4","8","-","4","3"
"Apr 2009","7","Kid Cudi & Crookers","Day 'N' Nite","1401.248","7","30","14","11","30","25"
"Apr 2009","8","All-American Rejects","Gives You Hell","1279.679","5","38","19","-","4","4"
"Apr 2009","9","Taylor Swift","Love Story","1181.137","13","6","-","-","5","1"
"Apr 2009","10","Katy Perry","Hot 'n' cold","1122.500","28","46","13","34","25","46"
"Apr 2009","11","Soulja Boy & Sammie","Kiss Me Thru The Phone","1061.432","3","-","-","-","13","36"
"Apr 2009","12","Miley Cyrus","The Climb","1047.051","8","16","99","-","12","27"
"Apr 2009","13","Akon","Beautiful","1042.806","19","8","34","-","18","14"
"Apr 2009","14","Kings of Leon","Use Somebody","1027.392","63","15","9","-","21","15"
"Apr 2009","15","Britney Spears","Circus","1011.419","14","64","14","-","9","37"
"Apr 2009","16","Pink","Sober","996.188","19","51","26","-","8","-"
"Apr 2009","17","Enrique Iglesias & Ciara","Takin' Back My Love","995.383","-","12","9","3","-","-"
"Apr 2009","18","Ciara & Justin Timberlake","Love Sex Magic","976.176","10","5","-","-","8","5"
"Apr 2009","19","James Morrison & Nelly Furtado","Broken Strings","964.404","-","18","5","6","-","-"
"Apr 2009","20","Milow","Ayo Technology","956.352","-","-","2","-","-","-"
"Apr 2009","21","Jason Mraz","I am yours","935.121","22","25","91","-","12","39"
"Apr 2009","22","Lily Allen","The Fear","923.067","80","17","19","15","48","7"
"Apr 2009","23","Kevin Rudolf & Lil' Wayne","Let It Rock","913.946","26","63","29","-","31","30"
"Apr 2009","24","The Fray","You Found Me","898.670","9","-","73","-","15","7"
"Apr 2009","25","Coldplay","Viva la vida","896.064","33","70","33","-","23","23"
"Apr 2009","26","The Black Eyed Peas","Boom Boom Pow","892.052","1","-","-","-","1","10"
"Apr 2009","27","Kanye West","Heartless","890.840","7","73","79","-","9","-"
"Apr 2009","28","Katy Perry","Thinking Of You","881.849","44","43","22","11","34","50"
"Apr 2009","29","Jamie Foxx & T-Pain","Blame It","873.165","5","-","-","-","-","-"
"Apr 2009","30","Britney Spears","If U Seek Amy","861.241","21","24","-","-","13","11"
"Apr 2009","31","Asher Roth","I Love College","843.960","12","26","-","-","-","-"
"Apr 2009","32","Metro Station","Shake It","842.557","-","6","9","-","-","-"
"Apr 2009","33","Silbermond","Irgendwas bleibt","823.564","-","-","2","-","-","-"
"Apr 2009","34","Beyonce","Single Ladies (Put A Ring On It)","817.213","24","26","-","-","22","18"
"Apr 2009","35","Razorlight","Wire To Wire","804.337","-","-","3","-","-","-"
"Apr 2009","36","Ne-Yo","Mad","786.782","12","89","-","-","23","-"
"Apr 2009","37","Eminem, Dr Dre & 50 Cent","Crack A Bottle","786.338","18","32","-","-","20","31"
"Apr 2009","38","The Pussycat Dolls","I Hate This Part","728.960","27","-","-","7","11","-"
"Apr 2009","39","Mando Diao","Dance With Somebody","715.234","-","-","6","-","-","-"
"Apr 2009","40","Flo-Rida & Wynter","Sugar","692.430","17","35","-","-","8","-"
"Apr 2009","41","A R Rahman & The Pussycat Dolls","Jay Ho (you Are My Destiny)","656.016","25","-","-","-","4","4"
"Apr 2009","42","Keri Hilson","Turning Me On","652.271","15","-","-","-","-","-"
"Apr 2009","43","Carrie Underwood","I Told You So","604.721","9","-","-","-","18","-"
"Apr 2009","44","Depeche Mode","Wrong","600.577","-","24","2","10","-","-"
"Apr 2009","45","3OH!3","Don't Trust Me","598.009","25","-","-","-","39","3"
"Apr 2009","46","MGMT","Kids","585.740","92","55","48","-","42","-"
"Apr 2009","47","Shinedown","Second Chance","571.786","22","-","53","-","42","-"
"Apr 2009","48","Rascal Flatts","Here Comes Goodbye","539.747","11","-","-","-","50","-"
"Apr 2009","49","The-Dream","Rockin' That Thang","539.521","22","-","-","-","-","-"
"Apr 2009","50","Jesse McCartney","How Do You Sleep?","537.024","26","-","-","-","40","-"
"May 2009","1","Lady GaGa","Poker Face","3039.510","2","4","1","5","14","25"
"May 2009","2","Flo-Rida & Ke$ha","Right Round","2342.170","3","14","4","8","1","1"
"May 2009","3","Beyonce","Halo","2123.179","5","8","5","-","3","5"
"May 2009","4","The Black Eyed Peas","Boom Boom Pow","2090.999","1","1","4","-","1","1"
"May 2009","5","Kid Cudi & Crookers","Day 'N' Nite","1696.549","3","45","13","11","19","15"
"May 2009","6","Eminem","We Made You","1488.664","9","4","9","-","6","1"
"May 2009","7","T.I. & Justin Timberlake","Dead & Gone","1411.119","6","-","8","-","5","6"
"May 2009","8","Kelly Clarkson","My Life Would Suck Without You","1391.379","11","29","9","-","9","20"
"May 2009","9","Miley Cyrus","The Climb","1389.144","4","11","44","-","5","7"
"May 2009","10","Ciara & Justin Timberlake","Love Sex Magic","1342.043","16","6","7","-","6","6"
"May 2009","11","Lady GaGa & Colby O'Donis","Just Dance","1280.434","12","19","12","92","-","-"
"May 2009","12","Pink","Please Don't Leave Me","1280.196","40","12","8","-","17","28"
"May 2009","13","All-American Rejects","Gives You Hell","1242.540","10","56","15","-","8","10"
"May 2009","14","Soulja Boy & Sammie","Kiss Me Thru The Phone","1228.572","4","6","-","16","10","16"
"May 2009","15","Taylor Swift","Love Story","1228.008","14","21","22","-","11","2"
"May 2009","16","Flo-Rida & Wynter","Sugar","1091.819","5","19","-","-","19","30"
"May 2009","17","Jamie Foxx & T-Pain","Blame It","1059.614","2","-","-","-","7","-"
"May 2009","18","Green Day","Know Your Enemy","1028.638","28","21","14","-","5","20"
"May 2009","19","A R Rahman & The Pussycat Dolls","Jay Ho (you Are My Destiny)","1006.956","39","-","29","3","6","1"
"May 2009","20","Kings of Leon","Use Somebody","946.122","53","30","16","-","14","40"
"May 2009","21","Milow","Ayo Technology","932.015","-","-","2","-","-","-"
"May 2009","22","Britney Spears","If U Seek Amy","926.493","19","20","-","-","16","18"
"May 2009","23","Akon","Beautiful","914.725","24","23","36","-","18","15"
"May 2009","24","3OH!3","Don't Trust Me","876.161","7","-","-","-","30","3"
"May 2009","25","Shinedown","Second Chance","858.758","14","-","58","-","39","29"
"May 2009","26","Jason Mraz","I am yours","857.135","23","32","97","-","19","34"
"May 2009","27","Pink","Sober","829.223","23","51","49","-","23","-"
"May 2009","28","Razorlight","Wire To Wire","826.359","-","-","3","-","-","-"
"May 2009","29","The Fray","You Found Me","823.679","9","-","81","-","17","17"
"May 2009","30","Pitbull","I Know You Want Me (Calle Ocho)","772.736","4","-","-","-","9","-"
"May 2009","31","Lily Allen","The Fear","765.285","83","28","35","30","-","14"
"May 2009","32","Enrique Iglesias & Ciara","Takin' Back My Love","753.431","-","15","17","4","-","-"
"May 2009","33","Mark Medlock","Mamacita","742.738","-","-","2","-","-","-"
"May 2009","34","Miley Cyrus","Hoedown Throwdown","736.093","18","18","-","-","15","-"
"May 2009","35","Katy Perry","Hot 'n' cold","730.241","40","66","29","51","26","45"
"May 2009","36","Silbermond","Irgendwas bleibt","727.648","-","-","5","-","-","-"
"May 2009","37","Metro Station","Shake It","719.382","-","11","10","-","-","-"
"May 2009","38","James Morrison & Nelly Furtado","Broken Strings","695.461","-","31","19","6","41","-"
"May 2009","39","Asher Roth","I Love College","683.570","18","26","-","-","-","-"
"May 2009","40","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","671.249","14","12","-","-","-","-"
"May 2009","41","Kelly Clarkson","I Do Not Hook Up","650.718","23","45","-","-","31","21"
"May 2009","42","Soulja Boy","Turn My Swag On","594.731","19","-","-","-","-","-"
"May 2009","43","Jason Mraz & Colbie Caillat","Lucky","592.193","59","-","32","-","-","-"
"May 2009","44","Jesse McCartney","How Do You Sleep?","571.222","26","-","-","-","40","-"
"May 2009","45","Ne-Yo","Mad","570.910","20","-","-","-","24","-"
"May 2009","46","Lady GaGa","LoveGame","564.062","27","89","-","5","2","4"
"May 2009","47","Keri Hilson","Turning Me On","557.786","15","-","-","-","-","-"
"May 2009","48","Jeremih","Birthday Sex","538.372","9","-","-","-","-","-"
"May 2009","49","Britney Spears","Circus","529.310","31","95","37","-","27","-"
"May 2009","50","Jason Aldean","She's Country","514.900","29","-","-","-","-","-"
"Jun 2009","1","The Black Eyed Peas","Boom Boom Pow","2843.602","1","1","3","4","1","1"
"Jun 2009","2","Lady GaGa","Poker Face","2720.664","2","11","1","9","21","33"
"Jun 2009","3","Beyonce","Halo","1703.365","6","20","7","-","3","13"
"Jun 2009","4","Kid Cudi & Crookers","Day 'N' Nite","1443.728","5","67","23","11","10","15"
"Jun 2009","5","Flo-Rida & Ke$ha","Right Round","1433.840","12","46","10","14","4","14"
"Jun 2009","6","Pitbull","I Know You Want Me (Calle Ocho)","1287.008","2","54","15","2","3","-"
"Jun 2009","7","Miley Cyrus","The Climb","1261.356","11","21","41","16","7","5"
"Jun 2009","8","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","1221.287","3","5","-","-","22","28"
"Jun 2009","9","Lady GaGa","LoveGame","1150.328","5","99","-","5","2","6"
"Jun 2009","10","Soulja Boy & Sammie","Kiss Me Thru The Phone","1140.602","10","6","-","16","14","17"
"Jun 2009","11","Katy Perry","Waking Up In Vegas","1090.272","10","19","-","-","2","11"
"Jun 2009","12","Eminem","We Made You","1081.023","29","10","15","-","18","2"
"Jun 2009","13","Flo-Rida & Wynter","Sugar","1055.285","8","18","37","9","11","22"
"Jun 2009","14","Pink","Please Don't Leave Me","1049.702","20","27","14","-","8","43"
"Jun 2009","15","Taylor Swift","Love Story","994.241","24","41","28","-","12","8"
"Jun 2009","16","Kelly Clarkson","My Life Would Suck Without You","979.743","22","53","13","-","13","38"
"Jun 2009","17","Lady GaGa & Colby O'Donis","Just Dance","976.867","21","35","22","-","-","-"
"Jun 2009","18","Daniel Schuhmacher","Anything But Love","954.522","-","-","1","-","-","-"
"Jun 2009","19","Kelly Clarkson","I Do Not Hook Up","950.915","20","36","55","-","15","9"
"Jun 2009","20","Shinedown","Second Chance","947.221","7","74","67","-","32","23"
"Jun 2009","21","All-American Rejects","Gives You Hell","936.436","19","-","18","29","21","31"
"Jun 2009","22","Jamie Foxx & T-Pain","Blame It","933.328","3","-","-","-","14","-"
"Jun 2009","23","Green Day","Know Your Enemy","918.458","28","42","21","-","8","20"
"Jun 2009","24","Kings of Leon","Use Somebody","881.176","19","47","32","-","18","-"
"Jun 2009","25","Jeremih","Birthday Sex","866.699","4","-","-","-","-","-"
"Jun 2009","26","3OH!3","Don't Trust Me","834.273","7","-","-","-","6","10"
"Jun 2009","27","Alexander Rybak","Fairytale","812.115","-","38","4","-","-","-"
"Jun 2009","28","Milow","Ayo Technology","807.983","-","-","4","-","-","-"
"Jun 2009","29","Sean Kingston","Fire Burning","798.042","8","-","-","-","4","-"
"Jun 2009","30","T.I. & Justin Timberlake","Dead & Gone","795.749","16","-","30","-","11","27"
"Jun 2009","31","Ciara & Justin Timberlake","Love Sex Magic","767.010","59","18","16","8","25","11"
"Jun 2009","32","Jason Mraz","I am yours","755.706","27","34","-","-","23","-"
"Jun 2009","33","Britney Spears","If U Seek Amy","744.912","26","48","36","-","27","-"
"Jun 2009","34","Linkin Park","New Divide","713.283","6","19","-","-","3","10"
"Jun 2009","35","Nickelback","If Today Was Your Last Day","658.264","22","64","-","-","15","36"
"Jun 2009","36","A R Rahman & The Pussycat Dolls","Jay Ho (you Are My Destiny)","657.394","98","-","41","4","16","3"
"Jun 2009","37","Lily Allen","Not Fair","649.750","-","9","17","-","-","3"
"Jun 2009","38","Mark Medlock","Mamacita","649.580","-","-","3","-","-","-"
"Jun 2009","39","A-Ha","Foot Of The Mountain","631.328","-","-","3","-","-","-"
"Jun 2009","40","David Guetta & Kelly Rowland","When Love Takes Over","614.221","-","1","4","2","-","15"
"Jun 2009","41","Kristinia Debarge","Goodbye","606.036","15","-","-","-","24","-"
"Jun 2009","42","The Fray","You Found Me","599.019","24","-","-","-","32","39"
"Jun 2009","43","James Morrison & Nelly Furtado","Broken Strings","586.466","-","55","35","7","41","-"
"Jun 2009","44","Emiliana Torrini","Jungle Drum","582.568","-","-","2","-","-","-"
"Jun 2009","45","Queensberry","Too Young","574.965","-","-","5","-","-","-"
"Jun 2009","46","Soulja Boy","Turn My Swag On","567.207","20","-","-","-","-","-"
"Jun 2009","47","Keith Urban","Kiss A Girl","564.619","16","-","-","-","34","-"
"Jun 2009","48","Enrique Iglesias & Ciara","Takin' Back My Love","563.721","-","28","38","5","-","-"
"Jun 2009","49","Taylor Swift","You Belong With Me","531.541","18","-","-","-","43","13"
"Jun 2009","50","Jordin Sparks","Battlefield","515.622","32","11","-","-","34","34"
"Jul 2009","1","The Black Eyed Peas","Boom Boom Pow","2455.965","1","3","5","4","1","1"
"Jul 2009","2","The Black Eyed Peas","I Gotta Feeling","2393.350","1","3","3","-","1","1"
"Jul 2009","3","Pitbull","I Know You Want Me (Calle Ocho)","2200.955","4","7","9","1","2","-"
"Jul 2009","4","Lady GaGa","Poker Face","2137.196","7","22","1","20","21","41"
"Jul 2009","5","David Guetta & Kelly Rowland","When Love Takes Over","1926.775","77","2","3","5","28","6"
"Jul 2009","6","Linkin Park","New Divide","1788.234","9","19","4","-","6","3"
"Jul 2009","7","Lady GaGa","LoveGame","1726.297","5","-","7","11","6","21"
"Jul 2009","8","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","1397.806","3","5","-","-","14","24"
"Jul 2009","9","Beyonce","Halo","1333.270","10","36","11","-","12","31"
"Jul 2009","10","Katy Perry","Waking Up In Vegas","1221.364","10","32","33","-","5","11"
"Jul 2009","11","Miley Cyrus","The Climb","1098.037","12","69","49","21","14","5"
"Jul 2009","12","Emiliana Torrini","Jungle Drum","1088.166","-","-","1","-","-","-"
"Jul 2009","13","Sean Kingston","Fire Burning","1062.100","5","56","56","-","3","-"
"Jul 2009","14","Drake","Best I Ever Had","1056.905","2","-","-","-","30","-"
"Jul 2009","15","Pink","Please Don't Leave Me","1035.752","18","52","26","-","8","43"
"Jul 2009","16","Flo-Rida & Ke$ha","Right Round","1029.458","19","71","23","44","13","33"
"Jul 2009","17","Flo-Rida & Wynter","Sugar","992.657","21","49","37","9","14","20"
"Jul 2009","18","Taylor Swift","You Belong With Me","971.978","6","80","-","-","16","5"
"Jul 2009","19","Cassandra Steen & Adel Tawil","Stadt","969.070","-","-","2","-","-","-"
"Jul 2009","20","Kid Cudi & Crookers","Day 'N' Nite","931.883","15","-","34","19","10","26"
"Jul 2009","21","Kings of Leon","Use Somebody","915.695","20","65","39","-","24","-"
"Jul 2009","22","Jordin Sparks","Battlefield","899.344","25","11","40","-","23","6"
"Jul 2009","23","Jeremih","Birthday Sex","850.191","6","-","-","-","37","-"
"Jul 2009","24","Shinedown","Second Chance","819.396","9","74","-","-","29","19"
"Jul 2009","25","3OH!3","Don't Trust Me","814.591","11","-","-","-","6","30"
"Jul 2009","26","Nickelback","If Today Was Your Last Day","797.112","19","70","-","-","25","26"
