month,position,artist,song,score,us,uk,de,fr,ca,au
"Mar 2019","47","Cardi B, Bad Bunny & J Balvin","I Like It","799.630","33","-","-","149","44","-"
"Mar 2019","48","Juice WRLD","Lucid Dreams (Forget Me)","794.428","36","-","-","-","36","-"
"Mar 2019","49","KC Rebell & Summer Cem & Capital Bra","Dna","779.154","-","-","2","-","-","-"
"Mar 2019","50","Kehlani & Ty Dolla Sign","Nights Like This","765.455","67","25","-","-","61","43"
"Apr 2019","1","Lil Nas X & Billy Ray Cyrus","Old Town Road","2720.534","1","1","1","10","1","1"
"Apr 2019","2","Ariana Grande","7 Rings","2527.802","1","29","24","22","1","4"
"Apr 2019","3","Post Malone","Wow.","2342.897","2","17","19","-","3","2"
"Apr 2019","4","Jonas Brothers","Sucker","2211.655","6","4","32","88","7","1"
"Apr 2019","5","Post Malone & Swae Lee","Sunflower (Spider-Man: Into The Spider-Verse)","2205.250","2","37","89","155","2","2"
"Apr 2019","6","Billie Eilish","Bad Guy","2106.240","7","2","5","48","1","1"
"Apr 2019","7","Lady Gaga & Bradley Cooper","Shallow","2045.089","7","28","22","21","2","5"
"Apr 2019","8","Halsey","Without Me","1983.357","2","58","61","140","4","13"
"Apr 2019","9","Ava Max","Sweet But Psycho","1879.656","13","23","13","28","12","10"
"Apr 2019","10","Marshmello & Bastille","Happier","1788.149","6","47","68","124","6","20"
"Apr 2019","11","Sam Smith & Normani","Dancing With A Stranger","1779.110","7","21","44","51","8","6"
"Apr 2019","12","Ariana Grande","Break Up With Your Girlfriend, I'm","1634.518","14","5","56","71","8","7"
"Apr 2019","13","Panic! At the Disco","High Hopes","1623.244","13","37","29","43","9","-"
"Apr 2019","14","Cardi B & Bruno Mars","Please Me","1621.564","5","25","-","170","21","30"
"Apr 2019","15","Billie Eilish","Bury A Friend","1529.019","25","6","30","94","10","3"
"Apr 2019","16","J Cole","Middle Child","1421.728","7","36","-","-","17","27"
"Apr 2019","17","Khalid","Talk","1391.030","18","9","98","119","20","4"
"Apr 2019","18","Benny Blanco, Halsey & Khalid","Eastside","1386.924","11","57","-","-","11","19"
"Apr 2019","19","Blueface","Thotiana","1349.260","8","24","-","-","17","-"
"Apr 2019","20","Meek Mill & Drake","Going Bad","1321.478","10","63","-","153","19","40"
"Apr 2019","21","Dean Lewis","Be Alright","1202.752","23","-","66","56","27","17"
"Apr 2019","22","Khalid","Better","1193.530","8","-","-","-","16","17"
"Apr 2019","23","YNW Melly","Murder On My Mind","1182.128","16","27","-","-","15","-"
"Apr 2019","24","Travi$ Scott","Sicko Mode","1145.713","13","83","-","127","12","22"
"Apr 2019","25","Maroon 5 & Cardi B","Girls Like You","1140.133","22","90","-","135","9","-"
"Apr 2019","26","Pink","Walk Me Home","1096.559","63","9","58","196","21","11"
"Apr 2019","27","Billie Eilish","Wish You Were Gay","1094.161","31","13","52","120","12","5"
"Apr 2019","28","Imagine Dragons","Bad Liar","1054.414","56","-","16","41","61","26"
"Apr 2019","29","A Boogie Wit da Hoodie","Look Back At It","1032.560","35","-","34","83","34","-"
"Apr 2019","30","Ariana Grande","Thank U, Next","1007.841","19","-","-","133","16","30"
"Apr 2019","31","Capital Bra","Cherry Lady","969.533","-","-","1","-","-","-"
"Apr 2019","32","21 Savage","A Lot","952.742","21","-","-","-","50","-"
"Apr 2019","33","Mustard & Migos","Pure Water","930.960","31","62","-","-","20","45"
"Apr 2019","34","Calvin Harris & Rag'n'Bone Man","Giant","930.930","-","2","14","32","40","19"
"Apr 2019","35","Luke Combs","Beautiful Crazy","930.907","21","-","-","-","35","-"
"Apr 2019","36","A Boogie Wit da Hoodie & 6ix9ine","Swervin","920.098","44","28","-","-","24","-"
"Apr 2019","37","Daddy Yankee & Snow","Con Calma","917.910","48","85","6","163","40","-"
"Apr 2019","38","Rammstein","Deutschland","914.607","-","98","1","100","-","-"
"Apr 2019","39","Ellie Goulding, Diplo & Swae Lee","Close To Me","909.145","24","-","-","-","25","-"
"Apr 2019","40","Pinkfong","Baby Shark","888.311","33","77","-","-","41","-"
"Apr 2019","41","Post Malone","Better Now","862.327","27","96","-","-","26","46"
"Apr 2019","42","5 Seconds of Summer","Youngblood","840.404","32","-","-","-","22","36"
"Apr 2019","43","Lewis Capaldi","Someone You Loved","823.240","-","1","36","128","88","13"
"Apr 2019","44","Lauren Daigle","You Say","822.849","29","-","-","188","50","-"
"Apr 2019","45","Lil Baby & Gunna","Drip Too Hard","821.067","24","-","-","-","-","-"
"Apr 2019","46","Bad Bunny & Drake","Mia","811.350","30","-","-","58","-","-"
"Apr 2019","47","Juice WRLD","Robbery","808.949","35","61","-","-","28","-"
"Apr 2019","48","Calboy","Envy Me","777.072","34","-","-","-","56","-"
"Apr 2019","49","The Chainsmokers & 5 Seconds Of Summer","Who Do You Love","752.818","52","-","-","-","31","15"
"Apr 2019","50","Cardi B","Money","750.319","26","-","-","-","-","-"
"May 2019","1","Lil Nas X & Billy Ray Cyrus","Old Town Road","4131.085","1","1","1","1","1","1"
"May 2019","2","Billie Eilish","Bad Guy","3092.583","4","4","4","17","2","2"
"May 2019","3","Jonas Brothers","Sucker","2393.827","3","7","22","49","5","3"
"May 2019","4","Post Malone","Wow.","2179.377","2","34","33","-","5","6"
"May 2019","5","Ariana Grande","7 Rings","2049.422","4","46","46","19","4","15"
"May 2019","6","Post Malone & Swae Lee","Sunflower (Spider-Man: Into The Spider-Verse)","1966.933","3","41","92","151","3","6"
"May 2019","7","Ava Max","Sweet But Psycho","1954.824","11","28","22","52","11","26"
"May 2019","8","Sam Smith & Normani","Dancing With A Stranger","1863.878","7","36","68","80","8","12"
"May 2019","9","Lady Gaga & Bradley Cooper","Shallow","1826.484","15","35","25","19","8","15"
"May 2019","10","Khalid","Talk","1762.497","8","10","98","109","20","4"
"May 2019","11","Taylor Swift & Brendon Urie","Me!","1658.001","2","-","12","66","2","2"
"May 2019","12","Avicii & Aloe Blacc","SOS","1636.225","68","6","8","51","13","8"
"May 2019","13","Halsey","Without Me","1634.626","5","90","80","-","6","31"
"May 2019","14","Panic! At the Disco","High Hopes","1493.338","18","45","43","104","18","-"
"May 2019","15","Marshmello & Bastille","Happier","1488.650","12","58","76","150","10","31"
"May 2019","16","Ed Sheeran & Justin Bieber","I Don't Care","1375.439","2","1","3","7","2","1"
"May 2019","17","Ariana Grande","Break Up With Your Girlfriend, I'm","1371.040","13","44","-","140","20","32"
"May 2019","18","Benny Blanco, Halsey & Khalid","Eastside","1286.499","17","59","-","-","16","24"
"May 2019","19","Shawn Mendes","If I Can't Have You","1272.427","2","9","14","109","2","4"
"May 2019","20","J Cole","Middle Child","1238.210","10","-","-","-","26","45"
"May 2019","21","Billie Eilish","Bury A Friend","1227.863","31","15","58","195","14","8"
"May 2019","22","Pink","Walk Me Home","1196.215","49","16","49","167","17","13"
"May 2019","23","BTS & Halsey","Boy With Luv","1163.180","8","29","67","164","7","10"
"May 2019","24","Lewis Capaldi","Someone You Loved","1149.270","85","3","18","20","50","7"
"May 2019","25","Lil Dicky","Earth","1141.333","17","21","77","-","3","17"
"May 2019","26","Meek Mill & Drake","Going Bad","1107.874","15","90","-","-","24","-"
"May 2019","27","Khalid","Better","1090.042","17","-","-","-","23","20"
"May 2019","28","Cardi B & Bruno Mars","Please Me","1043.211","10","93","-","-","62","-"
"May 2019","29","Maroon 5 & Cardi B","Girls Like You","1024.662","21","100","-","142","13","-"
"May 2019","30","Dean Lewis","Be Alright","1020.439","26","-","100","93","27","36"
"May 2019","31","A Boogie Wit da Hoodie","Look Back At It","1014.925","27","-","73","46","43","-"
"May 2019","32","Billie Eilish","When The Party's Over","988.091","38","-","94","138","33","15"
"May 2019","33","Daddy Yankee & Katy Perry","Con Calma","975.263","30","66","-","-","16","-"
"May 2019","34","Travi$ Scott","Sicko Mode","959.974","24","-","-","-","21","42"
"May 2019","35","Mustard & Migos","Pure Water","958.046","23","-","-","-","24","-"
"May 2019","36","Blueface","Thotiana","916.105","14","94","-","-","19","-"
"May 2019","37","Logic & Eminem","Homicide","911.823","5","15","38","152","5","6"
"May 2019","38","21 Savage","A Lot","893.957","22","-","-","-","72","-"
"May 2019","39","Luke Combs","Beautiful Crazy","885.734","24","-","-","-","39","-"
"May 2019","40","DaBaby","Suge","880.691","16","-","-","-","55","-"
"May 2019","41","Marshmello & CHVRCHES","Here With Me","848.375","31","-","-","-","15","-"
"May 2019","42","City Girls","Act Up","840.629","29","-","-","-","93","-"
"May 2019","43","Calboy","Envy Me","838.553","31","-","-","-","51","-"
"May 2019","44","Blake Shelton","God's Country","837.375","24","-","-","-","35","-"
"May 2019","45","Daddy Yankee & Snow","Con Calma","834.353","-","-","6","-","-","-"
"May 2019","46","Morgan Wallen","Whiskey Glasses","832.924","25","-","-","-","44","-"
"May 2019","47","Mabel","Don't Call Me Up","810.727","66","21","-","-","29","-"
"May 2019","48","Offset & Cardi B","Clout","803.446","39","64","-","-","41","-"
"May 2019","49","YNW Melly","Murder On My Mind","795.378","29","86","-","-","26","-"
"May 2019","50","Juju & Henning May","Vermissen","791.326","-","-","1","-","-","-"
"Jun 2019","1","Lil Nas X & Billy Ray Cyrus","Old Town Road","3498.496","1","2","1","1","1","1"
"Jun 2019","2","Ed Sheeran & Justin Bieber","I Don't Care","3126.345","2","1","2","8","2","1"
"Jun 2019","3","Billie Eilish","Bad Guy","2929.679","2","3","7","19","3","3"
"Jun 2019","4","Jonas Brothers","Sucker","2195.437","4","20","22","40","4","8"
"Jun 2019","5","Khalid","Talk","1914.519","3","22","-","139","14","10"
"Jun 2019","6","Shawn Mendes","If I Can't Have You","1873.083","12","10","28","133","5","4"
"Jun 2019","7","Post Malone","Wow.","1755.400","6","58","65","-","10","13"
"Jun 2019","8","Ava Max","Sweet But Psycho","1661.839","10","45","39","69","12","32"
"Jun 2019","9","Post Malone & Swae Lee","Sunflower (Spider-Man: Into The Spider-Verse)","1617.929","6","53","-","149","6","9"
"Jun 2019","10","Lewis Capaldi","Someone You Loved","1549.048","54","3","18","22","28","4"
"Jun 2019","11","Sam Smith & Normani","Dancing With A Stranger","1537.388","8","62","-","75","8","25"
"Jun 2019","12","Taylor Swift & Brendon Urie","Me!","1466.351","9","-","33","185","6","6"
